Team1,Team2,Team1_Win_Percentage,Team2_Win_Percentage
College of Charleston,Saint Mary's (CA),56.56,43.44
College of Charleston,Saint Peter's,100.0,0.0
College of Charleston,Samford,63.54,36.46
College of Charleston,San Diego State,100.0,0.0
College of Charleston,South Carolina,98.74000000000001,1.259999999999991
College of Charleston,South Dakota State,100.0,0.0
College of Charleston,Stetson,0.27,99.73
College of Charleston,TCU,40.47,59.53
College of Charleston,Tennessee,100.0,0.0
College of Charleston,Texas,100.0,0.0
College of Charleston,Texas A&M,0.0,100.0
College of Charleston,Texas Tech,90.41,9.590000000000003
College of Charleston,UAB,0.0,100.0
College of Charleston,Utah State,99.87,0.12999999999999545
College of Charleston,Vermont,100.0,0.0
College of Charleston,Virginia,100.0,0.0
College of Charleston,Wagner,100.0,0.0
College of Charleston,Washington State,100.0,0.0
College of Charleston,Western Kentucky,100.0,0.0
College of Charleston,Wisconsin,77.68,22.319999999999993
College of Charleston,Yale,100.0,0.0
Colorado,Colorado State,100.0,0.0
Colorado,Connecticut,0.0,100.0
Colorado,Creighton,100.0,0.0
Colorado,Dayton,100.0,0.0
Colorado,Drake,100.0,0.0
Colorado,Duke,99.82,0.18000000000000682
Colorado,Duquesne,100.0,0.0
Colorado,Florida,0.0,100.0
Colorado,Florida Atlantic,15.459999999999999,84.54
Colorado,Gonzaga,1.13,98.87
Colorado,Grambling,100.0,0.0
Colorado,Grand Canyon,100.0,0.0
Colorado,Houston,100.0,0.0
Colorado,Howard,58.95,41.05
Colorado,Illinois,0.0,100.0
Colorado,Iowa State,100.0,0.0
Colorado,James Madison,100.0,0.0
Colorado,Kansas,100.0,0.0
Colorado,Kentucky,24.349999999999998,75.65
Colorado,Long Beach State,100.0,0.0
Colorado,Longwood,99.09,0.9099999999999966
Colorado,Marquette,100.0,0.0
Colorado,McNeese State,100.0,0.0
Colorado,Michigan State,100.0,0.0
Colorado,Mississippi State,100.0,0.0
Colorado,Montana State,100.0,0.0
Colorado,Morehead State,99.03,0.9699999999999989
Colorado,NC State,100.0,0.0
Colorado,Nebraska,100.0,0.0
Colorado,Nevada,100.0,0.0
Colorado,New Mexico,100.0,0.0
Colorado,North Carolina,100.0,0.0
Colorado,Northwestern,100.0,0.0
Colorado,Oakland,100.0,0.0
Colorado,Oregon,100.0,0.0
Colorado,Purdue,0.0,100.0
Colorado,Saint Mary's (CA),99.55000000000001,0.44999999999998863
Colorado,Saint Peter's,100.0,0.0
Colorado,Samford,99.76,0.23999999999999488
Colorado,San Diego State,100.0,0.0
Colorado,South Carolina,100.0,0.0
Colorado,South Dakota State,100.0,0.0
Colorado,Stetson,39.95,60.05
Colorado,TCU,98.53,1.4699999999999989
Colorado,Tennessee,100.0,0.0
